Message,Availability,Payment,Attraction (Experiences),Facility,House Rules,Location,Discount,Contact Host,Others
I am looking to see if this unit would possibly be available from the 30th of December until the 1st of January AND January 8th to the 18th. We would be coming in for a few days heading north for a week then back for the remaining 10 days and would like it both times? I realize it is not a minimum of 7 days in the beginning but would hope with the additional 10 day stay it could work? Please let me know also verify $180.00 AUS per night? If this works how do I book it this way?,1,1,,,1,,,,
"Good afternoon,I was wondering if your property was still available for the dates mentioned above? I was also wondering about the sleeping arrangements for the condo. It says that it sleeps 15, how many beds are there in each room? Thank you for your time!Shari",1,,,1,,,,,
"Hello, We are a Canadian couple looking to spend 2 months in Puerto Aventuras. In fact we are here now. We are staying for 5 weeks now and would love to come back next year for 8 weeks. We have 3 adult children who may be interested in joining us next year but not at the same time so probably max of 5-6 people at a time. Please advise what your total cost would be for the dates above. It would also be great if there was any way that we could see your condo while we are here.",,1,,,1,,,,
"Hi,I am keen on booking the apartment. Can you contract me at +-- ---- ---- to discuss.Thanks",,,,,,,,1,
"Alexandra, We are a party of 4 women, two of us are from England and two (mother and daughter) are from New Zealand. Mother, Sue, from NZ is having a significant birthday (60) and has always wanted to visit NY. The big concern we have is that the accommodation must be wheel chair accessible, and have accessible toilet and shower facilities. Sue is in a chair and has no use whatsoever of her legs (her back was broken in a car accident when she was in her twenties). We very much like the look of your place but wondered if you could tell us if the building, the penthouse (at least one of the bedrooms and a bathroom) are accessible.I look forward to hearing from you.Best wishes,Mary",,,,1,,,,,
fr holidays,,,,,,,,,1
"Good Evening,My name is Myrah, and I would like to enquire about possibly booking the 2 / 3 bedroom apartment listed on West Coast Drive.The pricing seems to have changed a couple of times over the last few days, 2BR($162-$208) 3BR($193-$208). I would like to request a final quote for both listings please, to avoid any confusion.Please do let me know if these dates are still available and of convenience.Thank you, and I look forward to hearing back from you soon.Best Regards,MYRAH",1,1,,,,,,,
Hello! I will be coming to Tokyo on October 27th and staying until October 31st. I am interested in your apartment!,,,,,,,,,1
Can you rent for 2 years?,,,,,1,,,,
"Hi Andrew,RE: Absolute Luxury 2 Bedroom Condo Sea ViewHope all is well at your end.My wife and I will be travelling to Pattaya for vacation in February, 2016. We were wondering if the tagged apartment would be available for 3 nights, with check-in on 24th/Feb/2016 and check-out on 27th/Feb/2016.Looking forward to hearing from you.RegardsMax",1,,,,,,,,
"Good day, My wife and I stayed in the neighborhood a few months back and enjoyed it, I am interested in Nov 1st leaving morning of the 4th (3 night) we have a 2 month old. Would like to confirm the location is available",1,,,,,,,,
Why is there additional guest fee? We are just 3 persons.,,1,,,,,,,
"Hi Samantha,Thanks for your reply.I am a little confused as to what the total price is in AUD because on the homeaway website it says $3438 but on the Travelmob, it's a different price which is more expensive. So I should stick to Homeaway website right?Regards，Daphne",,1,,,,,,,
Hi Call Me for this hotel booking+-- ---- ----,,,,,,,,1,
Is the apartment available - we are a family of 5,1,,,,,,,,
Hello. A friend will be coming from another country and he wants a place to stay in in Quezon City. Please contact me if the unit is available. Thank you!,1,,,,,,,,
Good MorningWe are two adults interested in staying at your beautiful apartment from 2/02/16-2/09/16. Is there a balcony? Is it available during this time frame? What is the weekly rate? Thank you. Marlene,1,1,,1,,,,,
Pls confirm whether the property is available for the above mentioned dates and if so what the price would be thanks,1,1,,,,,,,
"Hello. Just want to know if you ask for a security deposit upon check-in? If yes, how much? What other ways can I pay you since I don't have a credit card?",,1,,,,,,,
Hello How are you I am Interested in renting out your condo Starting today Until the 9th of August Looking to hear back from you,1,,,,,,,,
contact no. please,,,,,,,,1,
"Hi There,We really like the look of your villa & are wondering if it is still available over this time?Kind Regards,Donelle",1,,,,,,,,
"Hi there,We a group of approx 6-7 people, going to sunburn festival and looking for accommodation. About the payment how is it processed? ThanksShubh",,1,,,,,,,
Hello!Just saying that maybe there's a mistake in the prices...7 days costs 5million yen...:DHave a good day!,,,,,,,,,
Interested in this for the above stay time please contact me as soon as possible,1,,,,,,,,
I'm interested with your house. May I have ur contact number to book and ask regarding the payment?,1,1,,,,,,1,
Hello! Was wondering if your property is available December 28- January 3rd. What is cost and deposit policy ?,1,1,,,,,,,
"HiWe are a French family visiting friends and we would like to stay in the same area : not far from cafe BUNGALOW on Jalan pantai brawa. We have two children 17 and 12 and we will probably have scooters to park. Could you please confirm us availibilities,best price for 4 pesons on l'y and location. Thanks in advance. Best regards . Mrs. NOEL / France",1,1,,,,1,,,
I am a travel agent and also a Singaporean living in Canada since 1988.,,,,,,,,,1
it is daria,,,,,,,,,1
"hi Linda, we are a family of 3. is this available from december 23, 2015 until Jan. 3, 2016? Is cooking possible? How much?Thank you!",1,1,,1,,,,,
How much po if 3 months magsstay? By november 2015 to january 2016. May available room po b?pls reply.thanks.,1,1,,,,,,,
"Hi,I would like to enquire about your property. Myself and my wife are from Australia and we have never been to Japan before. How far is your house from the city centre of Kyoto please?",1,,,1,,1,,,
"Hello, we are traveling to Melbourne from Feb 13-28th with myself, my husband and our 10 month old son. We would like to know if Catani 2 apartment in St Kilda is available and whether or not you can provide a cot, high chair and if wifi is included in the price. Please let us know.Kindly, Jackie & David",1,,,1,,1,,,
"hey,i am sam, nice to meet u,if u don't mind,can i have the details about the address please?i wanna know its that near the CBD or not~thanks a lot.",,,1,,,1,,,
"To whom it may concern. I would like a further information with regards to my specific concerns; Please provide me the total cost for the following,Taxes parking fees Insurance Is there any nearby supermarket? What about your location?is it safe ? Please consider also our request, we would like to pay 1 day only and we will pay it full upon arriving in your hotel,.Thanking you in advance, your reply is highly appreciated",,1,1,,,1,,,
Do you accept credit card,,1,,,,,,,
"Hello,Love your studio, I think it's perfect! I would like to check if you allow pets (1 cat). My current flat is going to be renovated very soon, so we'll need a place to stay. Thanks and I hope to hear from you soon!Regards,Christina ",1,,,,1,,,,
"Hello,I was looking at your 2 BR condo and have the following questions:1) What is building or condo complex? 2) How many floors and floor of your unit? 3) Is there 24 hour security Thank you.",,,,1,,,,,
"Hi Peter,Since I can't go to the booking link you sent me on the previous email, the -------.--- told me to contact you through this channel.Could you confirm my booking again, please?",1,,,,,,,,
3rd person sleeps on sofa? Which is the nearest mtr station? The rooftop is commonly shared with other residents in the block?,,,1,1,,,,,
My name is Nongie. My email is -----@-----.---. I'd like to book your place for 6 people plus an infant. Will this be only my group? Or share with someone else? How much would this be per night?,1,1,,1,,,,,
"Hello, I was wondering if it's for one person only, we might be two, but it's not confirmed yet. Also I was wondering if you could provide me with the exact address since I need to know how close it is from the Four Seasons Hotel. My boss has meetings scheduled there, the inquiry is for him.Thanks in advance.",1,,1,,,,,,
